target_chembl_ID,organism,tax_id,pref_name,component_synonym
CHEMBL3712863,Homo sapiens,9606,Cell surface glycoprotein MUC18,MCAM
CHEMBL3712864,Homo sapiens,9606,Alpha-fetoprotein,AFP
CHEMBL3712869,Homo sapiens,9606,Parathyroid hormone-related protein,PTHLH
CHEMBL3712870,Homo sapiens,9606,OX-2 membrane glycoprotein,CD200
CHEMBL3712878,Homo sapiens,9606,Mesothelin,MSLN
CHEMBL3712879,Homo sapiens,9606,CD276 antigen,CD276
CHEMBL3712880,Homo sapiens,9606,Leukocyte antigen CD37,CD37
CHEMBL3712881,Homo sapiens,9606,Carcinoembryonic antigen-related cell adhesion molecule 5,CEACAM5
CHEMBL3712885,Homo sapiens,9606,Endoglin,ENG
CHEMBL3712886,Homo sapiens,9606,"5,6-dihydroxyindole-2-carboxylic acid oxidase",TYRP1
CHEMBL3712888,Homo sapiens,9606,T-cell surface glycoprotein CD5,CD5
CHEMBL3712894,Homo sapiens,9606,Interleukin-4,IL4
CHEMBL3712895,Homo sapiens,9606,Reticulon-4,RTN4
CHEMBL3712898,Homo sapiens,9606,Syndecan-1,SDC1
CHEMBL3712900,Homo sapiens,9606,Tumor necrosis factor ligand superfamily member 4,TNFSF4
CHEMBL3712901,Homo sapiens,9606,Connective tissue growth factor,CCN2
CHEMBL3712903,Homo sapiens,9606,Transforming growth factor beta-3,TGFB3
CHEMBL3712912,Homo sapiens,9606,Killer cell immunoglobulin-like receptor 2DL1,KIR2DL1
CHEMBL3712913,Homo sapiens,9606,CD70 antigen,CD70
CHEMBL3712914,Homo sapiens,9606,Tumor necrosis factor ligand superfamily member 14,TNFSF14
CHEMBL3712915,Homo sapiens,9606,Interleukin-22,IL22
CHEMBL3712916,Homo sapiens,9606,Delta-like protein 4,DLL4
CHEMBL3712919,Homo sapiens,9606,Transmembrane glycoprotein NMB,GPNMB
CHEMBL3712920,Homo sapiens,9606,Interleukin-10,IL10
CHEMBL3712927,Homo sapiens,9606,Cell surface A33 antigen,GPA33
CHEMBL3712928,Homo sapiens,9606,Nectin-4,NECTIN4
CHEMBL3712931,Homo sapiens,9606,Thymic stromal lymphopoietin,TSLP
CHEMBL3712932,Homo sapiens,9606,Interleukin-9,IL9
CHEMBL3712934,Homo sapiens,9606,Trophoblast glycoprotein,TPBG
CHEMBL3712938,Homo sapiens,9606,Neural cell adhesion molecule 1,NCAM1
CHEMBL3712949,Homo sapiens,9606,ICOS ligand,ICOSLG
CHEMBL3712953,Homo sapiens,9606,Inducible T-cell costimulator,ICOS
CHEMBL3712954,Homo sapiens,9606,Interleukin-15,IL15
CHEMBL3712955,Homo sapiens,9606,Granulocyte-macrophage colony-stimulating factor,CSF2
CHEMBL3712956,Homo sapiens,9606,Metalloreductase STEAP1,STEAP1
CHEMBL3712957,Homo sapiens,9606,Insulin-like growth factor II,IGF2
CHEMBL3712961,Homo sapiens,9606,Prostate stem cell antigen,PSCA
CHEMBL3712964,Homo sapiens,9606,C-X-C motif chemokine 10,CXCL10
CHEMBL3712965,Homo sapiens,9606,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,LINGO1
CHEMBL3712972,Homo sapiens,9606,Epidermal growth factor-like protein 7,EGFL7
CHEMBL3712975,Homo sapiens,9606,Endosialin,CD248
CHEMBL3712987,Homo sapiens,9606,Interleukin-3 receptor subunit alpha,IL3RA
CHEMBL3712988,Homo sapiens,9606,Melanocyte protein PMEL,PMEL
CHEMBL3712995,Homo sapiens,9606,Tumor necrosis factor receptor superfamily member 18,TNFRSF18
CHEMBL3712996,Homo sapiens,9606,Blood group Rh(D) polypeptide,RHD
CHEMBL3713006,Homo sapiens,9606,Programmed cell death 1 ligand 2,PDCD1LG2
CHEMBL3713007,Homo sapiens,9606,Interferon alpha-1/13,IFNA1
CHEMBL3713007,Homo sapiens,9606,Interferon alpha-1/13,IFNA13
CHEMBL3713014,Homo sapiens,9606,Choline transporter-like protein 4,SLC44A4
CHEMBL3713020,Homo sapiens,9606,Mucin-5AC,MUC5AC
CHEMBL3713023,Homo sapiens,9606,Tumor necrosis factor ligand superfamily member 12,TNFSF12
CHEMBL3713025,Homo sapiens,9606,Teratocarcinoma-derived growth factor 1,TDGF1
CHEMBL3713026,Homo sapiens,9606,Killer cell immunoglobulin-like receptor 2DL3,KIR2DL3
CHEMBL3713062,Homo sapiens,9606,Tissue factor pathway inhibitor,TFPI
CHEMBL3713333,Homo sapiens,9606,CD27 antigen,CD27
CHEMBL3713343,Homo sapiens,9606,Lactadherin,MFGE8
CHEMBL3713436,Homo sapiens,9606,Tumor necrosis factor ligand superfamily member 13,TNFSF13
CHEMBL3713449,Homo sapiens,9606,Interleukin-20,IL20
CHEMBL3713453,Homo sapiens,9606,Bone morphogenetic protein 10,BMP10
CHEMBL3713643,Homo sapiens,9606,Complement receptor type 1,CR1
CHEMBL3713712,Homo sapiens,9606,Elastin,ELN
CHEMBL3713913,Homo sapiens,9606,Fibroblast growth factor 23,FGF23
CHEMBL3713941,Homo sapiens,9606,Interleukin-13 receptor subunit alpha-2,IL13RA2
CHEMBL3714029,Homo sapiens,9606,Lysyl oxidase homolog 2,LOXL2
CHEMBL3714079,Homo sapiens,9606,G-protein coupled receptor 84,GPR84
CHEMBL3714157,Homo sapiens,9606,Vascular endothelial growth factor C,VEGFC
CHEMBL3714583,Homo sapiens,9606,Leukocyte surface antigen CD47,CD47
CHEMBL3804751,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,FAD-dependent decaprenylphosphoryl-beta-D-ribofuranose 2-oxidase,dprE1
CHEMBL3831181,Homo sapiens,9606,Growth/differentiation factor 2,GDF2
CHEMBL3831182,Homo sapiens,9606,Retinoid isomerohydrolase,RPE65
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB2
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB1
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB5
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB8
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB9
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB6
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA1
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA2
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA3
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA4
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA5
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA6
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA7
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMA8
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB10
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB11
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB3
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB4
CHEMBL3831201,Homo sapiens,9606,20S proteasome,PSMB7
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,ANPEP
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,NPEPPS
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,RNPEP
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,METAP1
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,LNPEP
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,DNPEP
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,ENPEP
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,XPNPEP1
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,LAP3
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,METAP2
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,XPNPEP2
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,ERAP2
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,ERAP1
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,LVRN
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,AOPEP
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,METAP1D
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,NPEPL1
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,RNPEPL1
CHEMBL3831223,Homo sapiens,9606,Aminopeptidase,XPNPEP3
CHEMBL3831261,Homo sapiens,9606,Hypoxia-inducible factor prolyl hydroxylase,EGLN2
CHEMBL3831261,Homo sapiens,9606,Hypoxia-inducible factor prolyl hydroxylase,P4HTM
CHEMBL3831261,Homo sapiens,9606,Hypoxia-inducible factor prolyl hydroxylase,EGLN1
CHEMBL3831261,Homo sapiens,9606,Hypoxia-inducible factor prolyl hydroxylase,EGLN3
CHEMBL3831282,Homo sapiens,9606,Fast skeletal troponin complex,TNNI2
CHEMBL3831282,Homo sapiens,9606,Fast skeletal troponin complex,TNNT3
CHEMBL3831282,Homo sapiens,9606,Fast skeletal troponin complex,TNNC2
CHEMBL3831283,Homo sapiens,9606,NEDD8 activating enzyme,UBA3
CHEMBL3831283,Homo sapiens,9606,NEDD8 activating enzyme,NAE1
CHEMBL3831284,Homo sapiens,9606,Interferon lambda receptor,IL10RB
CHEMBL3831284,Homo sapiens,9606,Interferon lambda receptor,IFNLR1
CHEMBL3831285,Homo sapiens,9606,Interleukin 13 receptor,IL4R
CHEMBL3831285,Homo sapiens,9606,Interleukin 13 receptor,IL13RA1
CHEMBL3831286,Homo sapiens,9606,Cardiac myosin,MYH7
CHEMBL3831286,Homo sapiens,9606,Cardiac myosin,MYH6
CHEMBL3831286,Homo sapiens,9606,Cardiac myosin,MYH7B
CHEMBL3831286,Homo sapiens,9606,Cardiac myosin,MYL3
CHEMBL3831286,Homo sapiens,9606,Cardiac myosin,MYL2
CHEMBL3831286,Homo sapiens,9606,Cardiac myosin,MYL7
CHEMBL3831286,Homo sapiens,9606,Cardiac myosin,MYL4
CHEMBL3831287,Homo sapiens,9606,Tryptophan 5-hydroxylase,TPH2
CHEMBL3831287,Homo sapiens,9606,Tryptophan 5-hydroxylase,TPH1
CHEMBL3831288,Homo sapiens,9606,Selectin,SELL
CHEMBL3831288,Homo sapiens,9606,Selectin,SELE
CHEMBL3831288,Homo sapiens,9606,Selectin,SELP
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP4
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP9
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP3
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP5
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP6
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP7
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP8
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP1
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP2
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP10
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP14
CHEMBL3831289,Homo sapiens,9606,Caspase,CASP12
CHEMBL3831290,Homo sapiens,9606,Sarcoplasmic/endoplasmic reticulum calcium ATPase,ATP2A3
CHEMBL3831290,Homo sapiens,9606,Sarcoplasmic/endoplasmic reticulum calcium ATPase,ATP2A1
CHEMBL3831290,Homo sapiens,9606,Sarcoplasmic/endoplasmic reticulum calcium ATPase,ATP2A2
CHEMBL3831291,Homo sapiens,9606,"HLA class II histocompatibility antigen, DRB1-15 beta chain",HLA-DRB1
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB4B
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB1
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB3
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB4A
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB8
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB2A
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB2B
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB6
CHEMBL3832942,Homo sapiens,9606,Tubulin beta,TUBB8B
CHEMBL3832947,Homo sapiens,9606,Calcitonin gene-related peptide,CALCA
CHEMBL3832947,Homo sapiens,9606,Calcitonin gene-related peptide,CALCB
CHEMBL3833061,Homo sapiens,9606,CRL4(CRBN) E3 ubiquitin ligase,CRBN
CHEMBL3833061,Homo sapiens,9606,CRL4(CRBN) E3 ubiquitin ligase,DDB1
CHEMBL3833061,Homo sapiens,9606,CRL4(CRBN) E3 ubiquitin ligase,CUL4A
CHEMBL3833061,Homo sapiens,9606,CRL4(CRBN) E3 ubiquitin ligase,RBX1
CHEMBL3833421,Homo sapiens,9606,Heterotrimeric lymphotoxin LTa1b2,LTA
CHEMBL3833421,Homo sapiens,9606,Heterotrimeric lymphotoxin LTa1b2,LTB
CHEMBL3833441,Homo sapiens,9606,Killer cell immunoglobulin-like receptor 2DL2,KIR2DL2
CHEMBL3833481,Homo sapiens,9606,GDNF family receptor alpha-1,GFRA1
CHEMBL3833482,Hepatitis B virus genotype A2 subtype adw2 (strain Rutter 1979)(HBV-A),480116,Protein P,P
CHEMBL3833502,Homo sapiens,9606,Alpha glucosidase,MGAM
CHEMBL3833502,Homo sapiens,9606,Alpha glucosidase,GAA
CHEMBL3833502,Homo sapiens,9606,Alpha glucosidase,SI
CHEMBL3833502,Homo sapiens,9606,Alpha glucosidase,MGAM2
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA6
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA8
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA5
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA10
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA2
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA1
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA13
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA7
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA21
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA16
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA14
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA17
CHEMBL3856161,Homo sapiens,9606,Interferon alpha,IFNA4
CHEMBL3856162,Homo sapiens,9606,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A
CHEMBL3856163,Homo sapiens,9606,Tumor-associated calcium signal transducer 2,TACSTD2
CHEMBL3856166,Human respiratory syncytial virus A (strain A2),11259,Fusion glycoprotein F0,F
CHEMBL3856167,Rabies virus (strain ERA) (RABV),11295,Glycoprotein,G
CHEMBL3856168,Staphylococcus aureus (strain Newman),426430,Clumping factor A,clfA
CHEMBL3856169,Shigella dysenteriae,622,Shiga toxin subunit B,stxB
CHEMBL3879863,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 /JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),208964,LPS-assembly protein LptD,lptD
CHEMBL3883293,Homo sapiens,9606,MAP kinase-interacting serine/threonine-protein kinase 1/2,MKNK2
CHEMBL3883293,Homo sapiens,9606,MAP kinase-interacting serine/threonine-protein kinase 1/2,MKNK1
CHEMBL3883317,Homo sapiens,9606,B-raf/RAF proto-oncogene serine/threonine-protein kinase,RAF1
CHEMBL3883317,Homo sapiens,9606,B-raf/RAF proto-oncogene serine/threonine-protein kinase,BRAF
CHEMBL3883330,Homo sapiens,9606,EML4-ALK,ALK
CHEMBL3883330,Homo sapiens,9606,EML4-ALK,EML4
CHEMBL3885507,Homo sapiens,9606,Acetyl-CoA carboxylase,ACACA
CHEMBL3885507,Homo sapiens,9606,Acetyl-CoA carboxylase,ACACB
CHEMBL3885585,Homo sapiens,9606,Heat shock 70 kDa protein 1A/1B,HSPA1A
CHEMBL3885585,Homo sapiens,9606,Heat shock 70 kDa protein 1A/1B,HSPA1B
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPSA
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS27
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS6
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS2
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS3
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS3A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS4X
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS4Y1
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS5
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS7
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS8
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS9
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS10
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS11
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS12
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS13
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS14
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS15
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS15A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS16
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS17
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS18
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS19
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS20
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS21
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS23
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS24
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS25
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS26
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS27A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS28
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPS29
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,FAU
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL3
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL4
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL5
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL6
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL7
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL7A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL8
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL9
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL9P7
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL9P8
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL9P9
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL10
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL10A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL11
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL12
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL13
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL13A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL14
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL15
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL17
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL18
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL18A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL19
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL21
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL22
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL23
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL23A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL24
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL26
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL27
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL27A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL28
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL29
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL30
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL31
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL32
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL34
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL35
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL35A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL36
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL36A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL37
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL37A
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL38
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL39
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPL41
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPLP0
CHEMBL3987582,Homo sapiens,9606,80S Ribosome,RPLP1
CHEMBL3988361,Homo sapiens,9606,Transferrin receptor,TFRC
CHEMBL3988361,Homo sapiens,9606,Transferrin receptor,TFR2
CHEMBL3988501,Pseudomonas aeruginosa,287,Low calcium response locus protein V,pcrV
CHEMBL3988502,Rabies virus (strain CVS-11) (RABV),11294,Glycoprotein,G
CHEMBL3988503,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),10360,Envelope glycoprotein B,gB
CHEMBL3988504,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),10360,Envelope glycoprotein H,gH
CHEMBL3988505,Homo sapiens,9606,Collagen alpha-4(IV) chain,COL4A4
CHEMBL3988561,Homo sapiens,9606,Human leukocyte antigen DR beta chain,HLA-DRB3
CHEMBL3988561,Homo sapiens,9606,Human leukocyte antigen DR beta chain,HLA-DRB5
CHEMBL3988561,Homo sapiens,9606,Human leukocyte antigen DR beta chain,HLA-DRB1
CHEMBL3988561,Homo sapiens,9606,Human leukocyte antigen DR beta chain,HLA-DRB4
CHEMBL3988586,Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strainWR)),10254,DNA polymerase,OPG071
CHEMBL3988637,Homo sapiens,9606,Transforming growth factor beta,TGFB1
CHEMBL3988637,Homo sapiens,9606,Transforming growth factor beta,TGFB2
CHEMBL3988637,Homo sapiens,9606,Transforming growth factor beta,TGFB3
CHEMBL3989381,Homo sapiens,9606,Hepcidin,HAMP
CHEMBL3989382,Homo sapiens,9606,Macrophage colony-stimulating factor 1,CSF1
CHEMBL3989383,Homo sapiens,9606,Tumor necrosis factor receptor superfamily member 4,TNFRSF4
CHEMBL3989384,Homo sapiens,9606,Cadherin-3,CDH3
CHEMBL3991482,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),10360,DNA terminase,TRM1
CHEMBL3991482,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),10360,DNA terminase,TRM2
CHEMBL3991482,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),10360,DNA terminase,TRM3
CHEMBL3991501,Homo sapiens,9606,"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2
CHEMBL3991502,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),198466,DNA gyrase,gyrB
CHEMBL3991502,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),198466,DNA gyrase,gyrA
CHEMBL3991503,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),198466,DNA topoisomerase IV,parC
CHEMBL3991503,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),198466,DNA topoisomerase IV,parE
CHEMBL4105793,Human respiratory syncytial virus A (strain A2),11259,Nucleoprotein,N
CHEMBL4105829,Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus),128952,Envelope glycoprotein,GP
CHEMBL4105927,Human immunodeficiency virus 1,11676,Envelope protein,env
CHEMBL4295619,Plasmodium falciparum (isolate 3D7),36329,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, apicoplastic",DXR
CHEMBL4295646,Homo sapiens,9606,Mannan-binding lectin serine protease 2,MASP2
CHEMBL4295685,Homo sapiens,9606,Sodium-dependent phosphate transport protein 2B,SLC34A2
CHEMBL4295690,Homo sapiens,9606,Alpha-2-macroglobulin,A2M
CHEMBL4296169,Escherichia coli,562,DNA-directed RNA polymerase,rpoB
CHEMBL4296169,Escherichia coli,562,DNA-directed RNA polymerase,rpoA
CHEMBL4296169,Escherichia coli,562,DNA-directed RNA polymerase,rpoC
CHEMBL4296169,Escherichia coli,562,DNA-directed RNA polymerase,rpoZ
CHEMBL4296170,Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strainWR)),10254,Envelope phospholipase F13 (p37),OPG057
CHEMBL4296304,Human immunodeficiency virus 1,11676,Integrase,int
CHEMBL4296614,Homo sapiens,9606,Bromodomain and extra-terminal motif (BET),BRD2
CHEMBL4296614,Homo sapiens,9606,Bromodomain and extra-terminal motif (BET),BRD4
CHEMBL4296614,Homo sapiens,9606,Bromodomain and extra-terminal motif (BET),BRDT
CHEMBL4296614,Homo sapiens,9606,Bromodomain and extra-terminal motif (BET),BRD3
CHEMBL4296642,Homo sapiens,9606,TEC family kinase,ITK
CHEMBL4296642,Homo sapiens,9606,TEC family kinase,BMX
CHEMBL4296642,Homo sapiens,9606,TEC family kinase,TEC
CHEMBL4296642,Homo sapiens,9606,TEC family kinase,TXK
CHEMBL4296642,Homo sapiens,9606,TEC family kinase,BTK
CHEMBL4296661,Homo sapiens,9606,mTORC1,MTOR
CHEMBL4296661,Homo sapiens,9606,mTORC1,RPTOR
CHEMBL4296661,Homo sapiens,9606,mTORC1,MLST8
CHEMBL4303061,Homo sapiens,9606,Sialic acid-binding Ig-like lectin 10,SIGLEC10
CHEMBL4303062,Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus),128952,RNA-directed RNA polymerase L,L
CHEMBL4523230,Homo sapiens,9606,Utrophin,UTRN
CHEMBL4523374,Homo sapiens,9606,Phosphodiesterase isozyme 4,PDE4
CHEMBL4523377,Homo sapiens,9606,Stimulator of interferon genes protein,STING1
CHEMBL4523510,Homo sapiens,9606,Cholesterol 24-hydroxylase,CYP46A1
CHEMBL4523581,Homo sapiens,9606,Zinc transporter ZIP6,SLC39A6
CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,2697049,Replicase polyprotein 1ab,rep
CHEMBL4523583,Lake Victoria marburgvirus (strain Musoke-80) (MARV) (Marburg virus (strainKenya/Musoke/1980)),33727,RNA-directed RNA polymerase L,L
CHEMBL4523584,Homo sapiens,9606,Lymphocyte antigen 6E,LY6E
CHEMBL4523586,Homo sapiens,9606,E3 ubiquitin ligase TRAF3IP2,TRAF3IP2
CHEMBL4523587,Homo sapiens,9606,Tumor necrosis factor receptor superfamily member 17,TNFRSF17
CHEMBL4523659,Homo sapiens,9606,IDH1/IDH2,IDH1
CHEMBL4523659,Homo sapiens,9606,IDH1/IDH2,IDH2
